C�digo de mesa;Provincia;C�digo municipio;Municipio;Distrito;Secci�n;Mesa;Censo;Primer Avance;Segundo Avance;Total Votantes;Votos Nulos;Votos Blanco;Partido;N� Votos
09-270-1-001-U;BURGOS;270;PINILLA TRASMONTE;1;001;U;212;117;167;177;0;2;IR;0
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;PP;101
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;PSOE;87
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;TC-PNC;10
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;CDS;4
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;IU-CyL;2
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;PADE;1
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;PH;0
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;IZ.CA;0
09-272-1-001-A;BURGOS;272;POZA DE LA SAL;1;001;A;263;111;152;213;4;4;IR;0
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;PP;62
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;PSOE;10
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;IU-CyL;1
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;IZ.CA;0
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;TC-PNC;0
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;CDS;0
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;PADE;0
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;PH;0
09-272-1-001-B;BURGOS;272;POZA DE LA SAL;1;001;B;98;30;66;76;0;3;IR;0
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;PP;31
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;PSOE;9
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;TC-PNC;8
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;IR;0
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;IZ.CA;0
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;CDS;0
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;PADE;0
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;PH;0
09-273-1-001-U;BURGOS;273;PR�DANOS DE BUREBA;1;001;U;57;34;44;48;0;0;IU-CyL;0
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;PP;184
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;PSOE;131
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;TC-PNC;10
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;IU-CyL;7
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;CDS;3
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;PH;3
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;PADE;0
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;IZ.CA;0
09-274-1-001-A;BURGOS;274;PRADOLUENGO;1;001;A;415;237;304;349;4;7;IR;0
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;PP;197
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;PSOE;152
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;TC-PNC;12
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;IU-CyL;7
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;CDS;2
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;PADE;1
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;IR;0
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;IZ.CA;0
09-274-1-001-B;BURGOS;274;PRADOLUENGO;1;001;B;457;241;339;380;2;7;PH;0
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;PP;16
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;TC-PNC;2
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;IU-CyL;1
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;PSOE;1
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;IR;0
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;PADE;0
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;PH;0
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;IZ.CA;0
09-274-1-001-C;BURGOS;274;PRADOLUENGO;1;001;C;25;11;14;22;1;1;CDS;0
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;PP;205
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;PSOE;158
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;TC-PNC;18
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;IU-CyL;12
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;PH;1
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;PADE;0
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;IR;0
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;CDS;0
09-274-1-002-U;BURGOS;274;PRADOLUENGO;1;002;U;471;271;354;400;2;4;IZ.CA;0
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;PP;137
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;PSOE;77
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;TC-PNC;7
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;IU-CyL;4
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;PADE;1
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;PH;1
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;IZ.CA;0
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;CDS;0
09-275-1-001-U;BURGOS;275;PRESENCIO;1;001;U;274;140;201;233;1;5;IR;0
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;PP;104
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;PSOE;61
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;IU-CyL;24
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;TC-PNC;4
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;PH;3
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;IR;1
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;IZ.CA;0
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;PADE;0
09-276-1-001-U;BURGOS;276;LA PUEBLA DE ARGANZON;1;001;U;380;129;242;288;87;4;CDS;0
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;PSOE;38
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;TC-PNC;27
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;PP;27
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;CDS;1
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;IU-CyL;1
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;IR;0
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;IZ.CA;0
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;PADE;0
09-277-1-001-U;BURGOS;277;PUENTEDURA;1;001;U;119;80;92;99;4;1;PH;0
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;PP;82
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;PSOE;41
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;IU-CyL;4
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;TC-PNC;3
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;CDS;1
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;PADE;0
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;IZ.CA;0
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;PH;0
09-279-1-001-U;BURGOS;279;QUEMADA;1;001;U;219;85;116;136;0;5;IR;0
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;PP;28
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;PSOE;9
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;TC-PNC;2
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;IZ.CA;0
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;PADE;0
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;PH;0
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;CDS;0
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;IR;0
09-280-1-001-U;BURGOS;280;QUINTANABUREBA;1;001;U;50;27;31;39;0;0;IU-CyL;0
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;PP;84
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;PSOE;43
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;TC-PNC;8
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;PH;1
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;IU-CyL;1
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;CDS;1
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;IZ.CA;0
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;IR;0
09-281-1-001-U;BURGOS;281;QUINTANA DEL PIDIO;1;001;U;164;56;89;145;1;6;PADE;0
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;PP;42
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;PSOE;12
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;IU-CyL;1
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;TC-PNC;1
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;IR;0
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;IZ.CA;0
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;CDS;0
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;PADE;0
09-283-1-001-U;BURGOS;283;QUINTANA�LEZ;1;001;U;91;27;56;60;0;4;PH;0
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;PP;55
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;PSOE;33
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;TC-PNC;9
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;IU-CyL;4
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;PADE;0
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;PH;0
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;IR;0
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;IZ.CA;0
09-287-1-001-U;BURGOS;287;QUINTANAORTU�O;1;001;U;112;66;86;103;0;2;CDS;0
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;PP;67
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;PSOE;9
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;TC-PNC;7
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;IU-CyL;2
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;CDS;1
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;PADE;0
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;IR;0
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;PH;0
09-288-1-001-U;BURGOS;288;QUINTANAPALLA;1;001;U;110;47;70;89;2;1;IZ.CA;0
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;PP;198
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;PSOE;85
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;TC-PNC;9
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;IU-CyL;5
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;PH;2
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;IR;1
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;PADE;0
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;IZ.CA;0
09-289-1-001-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;A;397;166;230;304;2;2;CDS;0
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;PP;143
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;PSOE;60
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;TC-PNC;7
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;IU-CyL;5
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;CDS;0
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;PH;0
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;IZ.CA;0
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;IR;0
09-289-1-001-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;001;B;287;117;172;220;0;5;PADE;0
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;PP;175
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;PSOE;98
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;IU-CyL;9
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;TC-PNC;6
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;IZ.CA;1
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;PADE;0
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;IR;0
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;CDS;0
09-289-1-002-A;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;A;373;165;235;294;3;2;PH;0
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;PP;273
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;PSOE;123
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;TC-PNC;11
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;IU-CyL;2
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;CDS;1
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;IZ.CA;1
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;PH;1
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;IR;1
09-289-1-002-B;BURGOS;289;QUINTANAR DE LA SIERRA;1;002;B;571;234;346;433;9;11;PADE;0
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;PP;37
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;PSOE;27
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;TC-PNC;3
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;IU-CyL;0
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;PADE;0
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;PH;0
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;IZ.CA;0
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;IR;0
09-292-1-001-U;BURGOS;292;QUINTANAVIDES;1;001;U;75;47;55;67;0;0;CDS;0
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;PSOE;56
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;PP;48
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;TC-PNC;2
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;IU-CyL;2
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;IR;1
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;CDS;0
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;IZ.CA;0
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;PADE;0
09-294-1-001-U;BURGOS;294;QUINTANILLA DE LA MATA;1;001;U;146;73;109;120;9;2;PH;0
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;PP;19
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;PSOE;1
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;IZ.CA;0
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;IR;0
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;TC-PNC;0
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;IU-CyL;0
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;PADE;0
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;PH;0
09-295-1-001-A;BURGOS;295;QUINTANILLA DEL COCO;1;001;A;53;12;12;21;0;1;CDS;0
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;PP;36
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;TC-PNC;2
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;IU-CyL;0
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;PADE;0
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;PH;0
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;PSOE;0
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;IR;0
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;IZ.CA;0
09-295-1-001-B;BURGOS;295;QUINTANILLA DEL COCO;1;001;B;51;15;31;40;0;2;CDS;0
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;PP;204
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;PSOE;36
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;TC-PNC;18
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;PADE;2
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;IU-CyL;1
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;PH;0
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;IR;0
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;CDS;0
09-297-1-001-U;BURGOS;297;LAS QUINTANILLAS;1;001;U;338;140;221;278;5;12;IZ.CA;0
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;PP;60
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;PSOE;5
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;TC-PNC;5
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;CDS;1
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;IU-CyL;1
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;PH;1
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;IR;1
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;PADE;0
09-298-1-001-U;BURGOS;298;QUINTANILLA SAN GARCIA;1;001;U;96;39;69;78;2;2;IZ.CA;0
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;PP;149
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;PSOE;46
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;TC-PNC;10
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;IU-CyL;7
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;PH;1
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;PADE;1
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;IZ.CA;0
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;CDS;0
09-301-1-001-A;BURGOS;301;QUINTANILLA VIVAR;1;001;A;265;112;175;221;4;3;IR;0
09-301-1-001-B;BURGOS;301;QUINTANILLA VIVAR;1;001;B;171;86;123;140;0;1;PP;91
09-301-1-001-B;BURGOS;301;QUINTANILLA VIVAR;1;001;B;171;86;123;140;0;1;PSOE;36
09-301-1-001-B;BURGOS;301;QUINTANILLA VIVAR;1;001;B;171;86;123;140;0;1;TC-PNC;6
09-301-1-001-B;BURGOS;301;QUINTANILLA VIVAR;1;001;B;171;86;123;140;0;1;IU-CyL;3
09-301-1-001-B;BURGOS;301;QUINTANILLA VIVAR;1;001;B;171;86;123;140;0;1;IZ.CA;2
