C�digo de mesa;Provincia;C�digo municipio;Municipio;Distrito;Secci�n;Mesa;Censo;Primer Avance;Segundo Avance;Total Votantes;Votos Nulos;Votos Blanco;Partido;N� Votos
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1017;189;567;766;8;6;C.I.;1
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;654;215;430;516;0;9;PSOE;230
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;654;215;430;516;0;9;PP;208
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;654;215;430;516;0;9;IU-LVCyL;63
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;654;215;430;516;0;9;TC-ACAL;4
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;654;215;430;516;0;9;FE;2
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;654;215;430;516;0;9;C.I.;0
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;654;215;430;516;0;9;FA;0
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;821;336;478;614;6;17;PP;320
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;821;336;478;614;6;17;PSOE;225
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;821;336;478;614;6;17;IU-LVCyL;46
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;821;336;478;614;6;17;FE;0
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;821;336;478;614;6;17;TC-ACAL;0
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;821;336;478;614;6;17;FA;0
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;821;336;478;614;6;17;C.I.;0
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;827;376;577;653;7;11;PP;324
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;827;376;577;653;7;11;PSOE;263
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;827;376;577;653;7;11;IU-LVCyL;45
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;827;376;577;653;7;11;FE;3
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;827;376;577;653;7;11;C.I.;0
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;827;376;577;653;7;11;TC-ACAL;0
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;827;376;577;653;7;11;FA;0
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;111;71;85;96;0;0;PSOE;57
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;111;71;85;96;0;0;PP;38
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;111;71;85;96;0;0;FA;1
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;111;71;85;96;0;0;IU-LVCyL;0
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;111;71;85;96;0;0;C.I.;0
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;111;71;85;96;0;0;FE;0
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;111;71;85;96;0;0;TC-ACAL;0
05-016-1-001-U;AVILA;016;AR�VALO;1;001;U;957;403;593;715;8;18;PP;413
05-016-1-001-U;AVILA;016;AR�VALO;1;001;U;957;403;593;715;8;18;PSOE;240
05-016-1-001-U;AVILA;016;AR�VALO;1;001;U;957;403;593;715;8;18;IU-LVCyL;22
05-016-1-001-U;AVILA;016;AR�VALO;1;001;U;957;403;593;715;8;18;TC-ACAL;9
05-016-1-001-U;AVILA;016;AR�VALO;1;001;U;957;403;593;715;8;18;FE;3
05-016-1-001-U;AVILA;016;AR�VALO;1;001;U;957;403;593;715;8;18;C.I.;2
05-016-1-001-U;AVILA;016;AR�VALO;1;001;U;957;403;593;715;8;18;FA;0
05-016-2-001-A;AVILA;016;AR�VALO;2;001;A;660;245;360;481;11;11;PP;322
05-016-2-001-A;AVILA;016;AR�VALO;2;001;A;660;245;360;481;11;11;PSOE;107
05-016-2-001-A;AVILA;016;AR�VALO;2;001;A;660;245;360;481;11;11;IU-LVCyL;19
05-016-2-001-A;AVILA;016;AR�VALO;2;001;A;660;245;360;481;11;11;TC-ACAL;8
05-016-2-001-A;AVILA;016;AR�VALO;2;001;A;660;245;360;481;11;11;FE;2
05-016-2-001-A;AVILA;016;AR�VALO;2;001;A;660;245;360;481;11;11;C.I.;1
05-016-2-001-A;AVILA;016;AR�VALO;2;001;A;660;245;360;481;11;11;FA;0
05-016-2-001-B;AVILA;016;AR�VALO;2;001;B;608;239;331;446;11;12;PP;277
05-016-2-001-B;AVILA;016;AR�VALO;2;001;B;608;239;331;446;11;12;PSOE;127
05-016-2-001-B;AVILA;016;AR�VALO;2;001;B;608;239;331;446;11;12;IU-LVCyL;12
05-016-2-001-B;AVILA;016;AR�VALO;2;001;B;608;239;331;446;11;12;C.I.;5
05-016-2-001-B;AVILA;016;AR�VALO;2;001;B;608;239;331;446;11;12;TC-ACAL;2
05-016-2-001-B;AVILA;016;AR�VALO;2;001;B;608;239;331;446;11;12;FA;0
05-016-2-001-B;AVILA;016;AR�VALO;2;001;B;608;239;331;446;11;12;FE;0
05-016-2-002-A;AVILA;016;AR�VALO;2;002;A;900;264;465;633;7;9;PP;387
05-016-2-002-A;AVILA;016;AR�VALO;2;002;A;900;264;465;633;7;9;PSOE;189
05-016-2-002-A;AVILA;016;AR�VALO;2;002;A;900;264;465;633;7;9;IU-LVCyL;27
05-016-2-002-A;AVILA;016;AR�VALO;2;002;A;900;264;465;633;7;9;TC-ACAL;6
05-016-2-002-A;AVILA;016;AR�VALO;2;002;A;900;264;465;633;7;9;C.I.;4
05-016-2-002-A;AVILA;016;AR�VALO;2;002;A;900;264;465;633;7;9;FA;3
05-016-2-002-A;AVILA;016;AR�VALO;2;002;A;900;264;465;633;7;9;FE;1
05-016-2-002-B;AVILA;016;AR�VALO;2;002;B;966;297;486;682;8;14;PP;448
05-016-2-002-B;AVILA;016;AR�VALO;2;002;B;966;297;486;682;8;14;PSOE;187
05-016-2-002-B;AVILA;016;AR�VALO;2;002;B;966;297;486;682;8;14;IU-LVCyL;14
05-016-2-002-B;AVILA;016;AR�VALO;2;002;B;966;297;486;682;8;14;TC-ACAL;6
05-016-2-002-B;AVILA;016;AR�VALO;2;002;B;966;297;486;682;8;14;C.I.;4
05-016-2-002-B;AVILA;016;AR�VALO;2;002;B;966;297;486;682;8;14;FE;1
05-016-2-002-B;AVILA;016;AR�VALO;2;002;B;966;297;486;682;8;14;FA;0
05-016-2-003-A;AVILA;016;AR�VALO;2;003;A;649;210;329;467;10;4;PP;310
05-016-2-003-A;AVILA;016;AR�VALO;2;003;A;649;210;329;467;10;4;PSOE;109
05-016-2-003-A;AVILA;016;AR�VALO;2;003;A;649;210;329;467;10;4;IU-LVCyL;24
05-016-2-003-A;AVILA;016;AR�VALO;2;003;A;649;210;329;467;10;4;TC-ACAL;6
05-016-2-003-A;AVILA;016;AR�VALO;2;003;A;649;210;329;467;10;4;FA;2
05-016-2-003-A;AVILA;016;AR�VALO;2;003;A;649;210;329;467;10;4;FE;2
05-016-2-003-A;AVILA;016;AR�VALO;2;003;A;649;210;329;467;10;4;C.I.;0
05-016-2-003-B;AVILA;016;AR�VALO;2;003;B;635;217;329;443;7;8;PP;277
05-016-2-003-B;AVILA;016;AR�VALO;2;003;B;635;217;329;443;7;8;PSOE;121
05-016-2-003-B;AVILA;016;AR�VALO;2;003;B;635;217;329;443;7;8;IU-LVCyL;22
05-016-2-003-B;AVILA;016;AR�VALO;2;003;B;635;217;329;443;7;8;TC-ACAL;4
05-016-2-003-B;AVILA;016;AR�VALO;2;003;B;635;217;329;443;7;8;FA;2
05-016-2-003-B;AVILA;016;AR�VALO;2;003;B;635;217;329;443;7;8;FE;2
05-016-2-003-B;AVILA;016;AR�VALO;2;003;B;635;217;329;443;7;8;C.I.;0
05-016-2-004-U;AVILA;016;AR�VALO;2;004;U;745;244;316;524;9;10;PP;345
05-016-2-004-U;AVILA;016;AR�VALO;2;004;U;745;244;316;524;9;10;PSOE;135
05-016-2-004-U;AVILA;016;AR�VALO;2;004;U;745;244;316;524;9;10;IU-LVCyL;15
05-016-2-004-U;AVILA;016;AR�VALO;2;004;U;745;244;316;524;9;10;TC-ACAL;6
05-016-2-004-U;AVILA;016;AR�VALO;2;004;U;745;244;316;524;9;10;FA;2
05-016-2-004-U;AVILA;016;AR�VALO;2;004;U;745;244;316;524;9;10;C.I.;2
05-016-2-004-U;AVILA;016;AR�VALO;2;004;U;745;244;316;524;9;10;FE;0
05-017-1-001-U;AVILA;017;AVEINTE;1;001;U;96;15;70;82;0;1;PP;60
05-017-1-001-U;AVILA;017;AVEINTE;1;001;U;96;15;70;82;0;1;PSOE;16
05-017-1-001-U;AVILA;017;AVEINTE;1;001;U;96;15;70;82;0;1;IU-LVCyL;3
05-017-1-001-U;AVILA;017;AVEINTE;1;001;U;96;15;70;82;0;1;TC-ACAL;2
05-017-1-001-U;AVILA;017;AVEINTE;1;001;U;96;15;70;82;0;1;C.I.;0
05-017-1-001-U;AVILA;017;AVEINTE;1;001;U;96;15;70;82;0;1;FE;0
05-017-1-001-U;AVILA;017;AVEINTE;1;001;U;96;15;70;82;0;1;FA;0
05-018-1-001-U;AVILA;018;AVELLANEDA;1;001;U;31;10;21;25;0;0;PP;12
05-018-1-001-U;AVILA;018;AVELLANEDA;1;001;U;31;10;21;25;0;0;PSOE;12
05-018-1-001-U;AVILA;018;AVELLANEDA;1;001;U;31;10;21;25;0;0;IU-LVCyL;1
05-018-1-001-U;AVILA;018;AVELLANEDA;1;001;U;31;10;21;25;0;0;FA;0
05-018-1-001-U;AVILA;018;AVELLANEDA;1;001;U;31;10;21;25;0;0;C.I.;0
05-018-1-001-U;AVILA;018;AVELLANEDA;1;001;U;31;10;21;25;0;0;TC-ACAL;0
05-018-1-001-U;AVILA;018;AVELLANEDA;1;001;U;31;10;21;25;0;0;FE;0
05-019-1-001-A;AVILA;019;AVILA;1;001;A;571;230;319;404;6;8;PP;260
05-019-1-001-A;AVILA;019;AVILA;1;001;A;571;230;319;404;6;8;PSOE;96
05-019-1-001-A;AVILA;019;AVILA;1;001;A;571;230;319;404;6;8;IU-LVCyL;24
05-019-1-001-A;AVILA;019;AVILA;1;001;A;571;230;319;404;6;8;FE;4
05-019-1-001-A;AVILA;019;AVILA;1;001;A;571;230;319;404;6;8;C.I.;2
05-019-1-001-A;AVILA;019;AVILA;1;001;A;571;230;319;404;6;8;TC-ACAL;2
05-019-1-001-A;AVILA;019;AVILA;1;001;A;571;230;319;404;6;8;FA;2
05-019-1-001-B;AVILA;019;AVILA;1;001;B;669;255;372;456;3;13;PP;279
05-019-1-001-B;AVILA;019;AVILA;1;001;B;669;255;372;456;3;13;PSOE;128
05-019-1-001-B;AVILA;019;AVILA;1;001;B;669;255;372;456;3;13;IU-LVCyL;24
05-019-1-001-B;AVILA;019;AVILA;1;001;B;669;255;372;456;3;13;TC-ACAL;6
05-019-1-001-B;AVILA;019;AVILA;1;001;B;669;255;372;456;3;13;FE;1
05-019-1-001-B;AVILA;019;AVILA;1;001;B;669;255;372;456;3;13;C.I.;1
05-019-1-001-B;AVILA;019;AVILA;1;001;B;669;255;372;456;3;13;FA;1
05-019-2-001-A;AVILA;019;AVILA;2;001;A;784;318;441;576;3;26;PP;412
05-019-2-001-A;AVILA;019;AVILA;2;001;A;784;318;441;576;3;26;PSOE;93
05-019-2-001-A;AVILA;019;AVILA;2;001;A;784;318;441;576;3;26;IU-LVCyL;27
05-019-2-001-A;AVILA;019;AVILA;2;001;A;784;318;441;576;3;26;TC-ACAL;7
05-019-2-001-A;AVILA;019;AVILA;2;001;A;784;318;441;576;3;26;C.I.;4
05-019-2-001-A;AVILA;019;AVILA;2;001;A;784;318;441;576;3;26;FE;3
05-019-2-001-A;AVILA;019;AVILA;2;001;A;784;318;441;576;3;26;FA;1
05-019-2-001-B;AVILA;019;AVILA;2;001;B;702;300;409;515;13;23;PP;360
05-019-2-001-B;AVILA;019;AVILA;2;001;B;702;300;409;515;13;23;PSOE;96
05-019-2-001-B;AVILA;019;AVILA;2;001;B;702;300;409;515;13;23;IU-LVCyL;14
05-019-2-001-B;AVILA;019;AVILA;2;001;B;702;300;409;515;13;23;C.I.;4
05-019-2-001-B;AVILA;019;AVILA;2;001;B;702;300;409;515;13;23;TC-ACAL;4
05-019-2-001-B;AVILA;019;AVILA;2;001;B;702;300;409;515;13;23;FE;1
05-019-2-001-B;AVILA;019;AVILA;2;001;B;702;300;409;515;13;23;FA;0
05-019-3-001-A;AVILA;019;AVILA;3;001;A;782;257;384;531;4;28;PP;246
05-019-3-001-A;AVILA;019;AVILA;3;001;A;782;257;384;531;4;28;PSOE;180
05-019-3-001-A;AVILA;019;AVILA;3;001;A;782;257;384;531;4;28;IU-LVCyL;64
05-019-3-001-A;AVILA;019;AVILA;3;001;A;782;257;384;531;4;28;TC-ACAL;7
05-019-3-001-A;AVILA;019;AVILA;3;001;A;782;257;384;531;4;28;FA;1
05-019-3-001-A;AVILA;019;AVILA;3;001;A;782;257;384;531;4;28;C.I.;1
05-019-3-001-A;AVILA;019;AVILA;3;001;A;782;257;384;531;4;28;FE;0
05-019-3-001-B;AVILA;019;AVILA;3;001;B;710;235;361;491;1;17;PP;221
05-019-3-001-B;AVILA;019;AVILA;3;001;B;710;235;361;491;1;17;PSOE;177
05-019-3-001-B;AVILA;019;AVILA;3;001;B;710;235;361;491;1;17;IU-LVCyL;60
05-019-3-001-B;AVILA;019;AVILA;3;001;B;710;235;361;491;1;17;TC-ACAL;8
05-019-3-001-B;AVILA;019;AVILA;3;001;B;710;235;361;491;1;17;FE;3
05-019-3-001-B;AVILA;019;AVILA;3;001;B;710;235;361;491;1;17;C.I.;2
05-019-3-001-B;AVILA;019;AVILA;3;001;B;710;235;361;491;1;17;FA;2
05-019-4-001-A;AVILA;019;AVILA;4;001;A;247;87;156;188;2;1;PP;132
05-019-4-001-A;AVILA;019;AVILA;4;001;A;247;87;156;188;2;1;PSOE;41
05-019-4-001-A;AVILA;019;AVILA;4;001;A;247;87;156;188;2;1;IU-LVCyL;9
05-019-4-001-A;AVILA;019;AVILA;4;001;A;247;87;156;188;2;1;FE;2
05-019-4-001-A;AVILA;019;AVILA;4;001;A;247;87;156;188;2;1;C.I.;1
05-019-4-001-A;AVILA;019;AVILA;4;001;A;247;87;156;188;2;1;FA;0
05-019-4-001-A;AVILA;019;AVILA;4;001;A;247;87;156;188;2;1;TC-ACAL;0
05-019-4-001-B;AVILA;019;AVILA;4;001;B;970;337;500;645;6;10;PP;419
05-019-4-001-B;AVILA;019;AVILA;4;001;B;970;337;500;645;6;10;PSOE;156
05-019-4-001-B;AVILA;019;AVILA;4;001;B;970;337;500;645;6;10;IU-LVCyL;37
05-019-4-001-B;AVILA;019;AVILA;4;001;B;970;337;500;645;6;10;C.I.;9
05-019-4-001-B;AVILA;019;AVILA;4;001;B;970;337;500;645;6;10;FA;5
05-019-4-001-B;AVILA;019;AVILA;4;001;B;970;337;500;645;6;10;TC-ACAL;3
05-019-4-001-B;AVILA;019;AVILA;4;001;B;970;337;500;645;6;10;FE;0
05-019-5-001-A;AVILA;019;AVILA;5;001;A;797;268;442;576;6;13;PP;341
05-019-5-001-A;AVILA;019;AVILA;5;001;A;797;268;442;576;6;13;PSOE;167
05-019-5-001-A;AVILA;019;AVILA;5;001;A;797;268;442;576;6;13;IU-LVCyL;41
05-019-5-001-A;AVILA;019;AVILA;5;001;A;797;268;442;576;6;13;TC-ACAL;5
05-019-5-001-A;AVILA;019;AVILA;5;001;A;797;268;442;576;6;13;FE;2
05-019-5-001-A;AVILA;019;AVILA;5;001;A;797;268;442;576;6;13;C.I.;1
05-019-5-001-A;AVILA;019;AVILA;5;001;A;797;268;442;576;6;13;FA;0
05-019-5-001-B;AVILA;019;AVILA;5;001;B;687;215;360;469;2;9;PP;282
05-019-5-001-B;AVILA;019;AVILA;5;001;B;687;215;360;469;2;9;PSOE;124
05-019-5-001-B;AVILA;019;AVILA;5;001;B;687;215;360;469;2;9;IU-LVCyL;32
05-019-5-001-B;AVILA;019;AVILA;5;001;B;687;215;360;469;2;9;TC-ACAL;12
05-019-5-001-B;AVILA;019;AVILA;5;001;B;687;215;360;469;2;9;FE;5
05-019-5-001-B;AVILA;019;AVILA;5;001;B;687;215;360;469;2;9;C.I.;3
05-019-5-001-B;AVILA;019;AVILA;5;001;B;687;215;360;469;2;9;FA;0
05-019-6-001-U;AVILA;019;AVILA;6;001;U;880;314;483;617;4;27;PP;442
05-019-6-001-U;AVILA;019;AVILA;6;001;U;880;314;483;617;4;27;PSOE;104
05-019-6-001-U;AVILA;019;AVILA;6;001;U;880;314;483;617;4;27;IU-LVCyL;24
05-019-6-001-U;AVILA;019;AVILA;6;001;U;880;314;483;617;4;27;TC-ACAL;9
05-019-6-001-U;AVILA;019;AVILA;6;001;U;880;314;483;617;4;27;C.I.;4
